Company_Name,Founded,HeadQuarter,Sector,What_it_does,Investor,Amount($),Stage,Funding_Year
Brinton,2014.0,California,HealthTech,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,"India Alternatives Private Equity Fund, Tata Capital",1300000.0,Debt,2020
AFK Gaming,2012.0,Mumbai,Entertainment,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,unidisclosed,200000.0,Pre-series A,2020
Infarm,2013.0,Berlin,AgriTech,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,"Bonnier Ventures, Hanaco Venture Capital",170000000.0,Series C,2020
Zuper,2016.0,Seattle,SaaS startup,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,"Gemba Capital, Gunderson Dettmer",1100000.0,Seed,2020
mCaffeine,2015.0,Mumbai,Personal care startup,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","RPSG Ventures, Amicus Capital",2900000.0,Series B,2020
Origa,2013.0,Andheri,FinTech,The charioteer of your growth at all times.,"500 Startups, ah! Ventures",2000000.0,Debt,2020
GullyBuy Software,2019.0,Pune,Tech Startup,To deliver a solution that will provide shopping convenience to every consumer in India,unidisclosed,543000.0,Pre-series A,2020
MPL,2018.0,Bangalore,Entertainment,Mobile Premier League is the mobile e-Sports platform based in India.,"Base Partners, GO Ventures",90000000.0,Series C,2020
Penny,2020.0,Riyadh,SaaS startup,Offer various development solutions and mainly focus on helping startups,unidisclosed,1300000.0,Seed,2020
Onsitego,2010.0,Mumbai,Customer service company,Onsitego is a customer service company for device and appliance repairs.,"Accel, Zodius Capital",30000000.0,Series B,2020
SmartClean,2017.0,Singapore,Tech Startup,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,"Seeds Capital, AIM Smart City",3400000.0,Pre- series A,2020
ClanConnect,,Delhi,Marketing startup,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented",unidisclosed,600000.0,Seed,2020
Servify,2015.0,Mumbai,Service industry,Servify is a self-learning platform that provides device management services and warranty solutions.,"Blume Ventures, Tetrao",23000000.0,Series C,2020
ShareChat,2015.0,Bangalore,Social Media,ShareChat is a social networking and regional content platform.,"Lightspeed venture partners, saif partners",40000000.0,Pre-series C,2020
Rephrase.ai,2018.0,Bangalore,AI,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,"Techstars Bangalore Accelerator, Techstars",1500000.0,Seed,2020
Melorra,2015.0,Bangalore,Jewellery,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace","Shadows Holdings, Lightbox",8090000.0,Debt,2020
FabHotels,2014.0,Gurugram,Hospitality,FabHotels is a network of 3 star budget hotels in India,"RB Investments Pte. Ltd, Goldman Sachs",1030000.0,Series B,2020
EkAnek,2018.0,New Delhi,Tech Startup,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,"Lightspeed India Partners, Sequoia Capital India",5040000.0,Edge,2020
Cub McPaws,2018.0,Mumbai,AR startup,Cub McPaws is a kids clothing brand.,Venture Catalysts,800000.0,Pre-series A,2020
Zimyo,2018.0,Gurgaon,HR Tech startup,Employee experience platform that empowers organizations to manage and retain great talent!,"Abhishant Pant, Chiranth Patil",1500000.0,Seed,2020
PumPumPum,2018.0,Gurgaon,Automotive Startup,Pumpumpum is a car rental company,unidisclosed,360000.0,Debt,2020
Moms Co,2016.0,Gurgaon,HealthCare,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,"DSG Consumer Partners, Saama Capital",8000000.0,Series B,2020
DillyHub,2018.0,Seoul,Publication,A service that promotes and facilitates the works of independent comic artists,"Kakao Ventures, Shinhan Capital",1400000.0,Seed,2020
FPL Technologies,2019.0,Pune,FinTech,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,"Matrix Partners India, Hummingbird Ventures",10000000.0,Series A,2020
FITTR,2016.0,Pune,Fitness startup,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,Surge,2000000.0,Pre-series A,2020
Illumnus,2018.0,Pune,EdTech Startup,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",23 High Networth Individuals (HNIs).,100000.0,Seed,2020
CashKaro,2012.0,Gurgaon,E-commerce,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,"Ratan Tata, Kalaari Capital",10000000.0,Series B,2020
Newton School,2019.0,Bangalore,EdTech Startup,Newton School is a platform to learn and develop skills,Nexus Venture Partners,650000.0,Seed,2020
Airmeet,2019.0,Bangalore,Tech Startup,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge","Global Founders Capital, Redpoint",12000000.0,Series A,2020
Observe ai,2017.0,San Francisco,Tech,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.","01 Advisors, Steadview Capital",54000000.0,Series B,2020
InCred,2016.0,Mumbai,Finance,"Provide loans for all your needs like personal loan for wedding, education loan, business loan","Pushpak Credit, Fiscal",5000000.0,Debt,2020
Toppr,2013.0,Mumbai,EdTech,Toppr is an Indian educational technology and online tutoring firm,"Kaizenvest, Foundation Holdings",35000000.0,Series D,2020
CarTrade,2009.0,Mumbai,Car Trade,Buy and Sell Used Cars,"Pincus, JP Morgan, Temasek, March Capital",42500000.0,Series H,2020
LEAD School,2012.0,Mumbai,EdtTech,Offers a high-end digital classroom system focused on enhancing the learning experience,"Westbridge Capital, Elevar Equity",28000000.0,Series C,2020
Servify,2015.0,Mumbai,Manufacturing,"Enables top OEMs & ODMs in device distribution, sales, warranty","Blume Ventures, Tetrao",11370000.0,Series C,2020
Lido Learning,2019.0,Mumbai,EdTech,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?","BAce Capital, Madhur Deora",7500000.0,Series B,2020
Apna.co,2019.0,Bangalore,Job portal,Can find all types of jobs from entry level to experienced people in over 60+ categories.,"Lightspeed India, Sequoia Capital India",8000000.0,Series A,2020
Quintype Technologies,2014.0,Bangalore,Tech,"Building a suite of digital publishing solutions to simplify content creation, distribution","IIFL Asset Management, Raghav Bahl",325000.0,Series A,2020
Dunzo,2014.0,Bangalore,Tech,Order online and get free delivery from your nearby restaurants,"Wes Schwalje, Alteria Capital",28000000.0,Series E,2020
Entropik,2016.0,Bangalore,AI platform,Gain insights into human emotions with AI-powered platform affect lab.,"IDFC-Parampara Fund, Bharat Innovation Fund",8000000.0,Series A,2020
Livspace,2014.0,Bangalore,Home Design,Interior design marketplace that connects interior designers,"Mercer Investments, Nicholas Cator",9000000.0,Series D,2020
Ultraviolette Automotive,2015.0,Bangalore,Automation,Industries Automotive Electric Vehicle Energy Energy Storage,TVS Motor Company,410000.0,Series B,2020
WinZO,2016.0,New Delhi,Gaming,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,"Makers Fund, Courtside Ventures",18000000.0,Series B,2020
SenseHawk,2016.0,Bangalore,Solar SaaS,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,"Falcon Edge Capital, SAIF Partners",5000000.0,Series A,2020
Railofy,2019.0,Mumbai,WL & RAC protection,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,Chiratae Ventures.,900000.0,Seed,2020
Eloelo,2020.0,Bangalore,Social commerce,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.",unidisclosed,450000.0,Seed,2020
Aibono,2014.0,Bangalore,AgriTech,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,"Menterra Venture Advisors, Rianta Capital",2000000.0,Pre-series A,2020
BuildPan,2019.0,Indore,SaaS startup,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Sunil Kumar Singhvi, Yusho Kawata",500000.0,Seed,2020
Homelane,2014.0,Bangalore,Home interior services,Explore 1000's of fully customizable home interior designs.,"Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",8000000.0,Bridge,2020
MyGlamm,2015.0,Mumbai,Fashion,Buy Makeup kit & Cosmetics Products from international makeup brand,Bessemer Venture Partners,1000000.0,Series B,2020
Aviom,2016.0,New Delhi,Finance,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,"Insitor Partners, C4D Partners",682000.0,Debt,2020
Flinto,2013.0,Chennai,EdTech Startup,Flintobox is an India-based company that produces educational activity boxes for children,"Sinai Ventures, Y Combinator",7000000.0,Pre-series B,2020
WayCool,2015.0,Chennai,Agritech startup,WayCool is a social enterprise positively impacting the lives of India's farmers,"FMO, IndusInd Bank",5060000.0,Series C,2020
YAP,2014.0,Chennai,API platform,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,"Jitendra Gupta, Better Capital",4050000.0,Series A,2020
Big Bang Boom Solutions,2018.0,Chennai,Deep Tech,It aims to co-create intellectual property that can reside within the borders of the country.,"Mumbai Angels, Defence Innovation Organisation",1050000.0,Series A,2020
GUVI,2014.0,Chennai,EdTech Startup,Operates vernacular-language based education tech startup,"CBA Capital, Gray Matters Capital",800000.0,Series A,2020
BluSmart,2019.0,Gurugram,Electricity,"BluSmart, an all-electric ride-hailing platform","Kalpavriksh, JITO Angel Network",7000000.0,Pre-series A,2020
MPL,2018.0,Bangalore,Entertainment,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,"Sequoia Capital India, Times Internet",50000000.0,Series B,2020
Spoonshot,2015.0,Bangalore,FMCG,A food science company using AI to predict consumer taste and food trends,"SRI Capital, Techstars Farm to Fork Accelerator",1000000.0,Seed A,2020
Pulse,2015.0,Mumbai,FinTech,Helps people navigate through and profit off financial markets,unidisclosed,750000.0,Pre-series A,2020
Groww,2016.0,Bangalore,FinTech,Leading Investment and Trading Platform,"Y Combinator, Ribbit Capital",30000000.0,Series C,2020
i3 Systems,2016.0,Mumbai,Insurance Tech,Transforming India's health insurance industry with its digital solutions and AI products for automation,"Hatanaka Yosuke, Minomiya Takeo",1050000.0,Pre-series A,2020
SOAL,2017.0,Mumbai,EdTech,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders","Krishnan Menon, Srinivas Kollipara",1000000.0,Series A-1,2020
OckyPocky,2015.0,Gurugram,EdTech,Ockypocky helps kids in learning spoken english,"SucSEED Venture Partners, ah! Ventures",400000.0,Seed,2020
Hippo Video,2016.0,New York,Video personalization,Helps enterprise businesses achieve their marketing and sales goals through seamless video,"Surge, Kae Capital",4000000.0,Series A,2020
Hasura,2017.0,San Francisco,Software company,"Builds developer tooling products, including open source tools, backend","Nexus Venture Partners, Sam Lambert",25000000.0,Series B,2020
Qapita,2019.0,Singapore,FinTech,Qapita provides digital equity management tools for private companies and startups.,"Alto Partners, Mission Holdings",1080000.0,Seed,2020
Sunday,2017.0,Bangkok,FinTech,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,"SCB 10X, LINE Ventures",9000000.0,Pre-series B,2020
Gamezop,2015.0,Gurugram,Gaming,A multi-game platform,"Powerhouse ventures, Tracxn,",4300000.0,Series A,2020
Phool.co,2017.0,Kanpur,Biomaterial startup,They use flowers from temples across India's and create useful products such as rose incense cone,Kaplan Foundation,1400000.0,Pre-series A,2020
MedLife,2014.0,Bangalore,Health,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.",Ivy Icon,6800000.0,Undisclosed,2020
IDfy,2011.0,Mumbai,IT,IDfy provides risk and fraud solutions,"Millenna FVCI III, NB Ventures, Dream Incubator",2110000.0,Series A,2020
Bira91,2015.0,New Delhi,Craft Beer,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,Anicut Capital,764000.0,Undisclosed,2020
Max wholesale,2016.0,New Delhi,E-commerce,MaxWholesale is an online distributor that provides authentic FMCG goods,"Al Falaj Commercial Investment Co, Vistra ITCL India",603000.0,Undisclosed,2020
Craftsvilla,2011.0,Mumbai,E-commerce,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories",Supera Investments,409000.0,Undisclosed,2020
MechMocha,2011.0,Bangalore,Entertainment,India's first vernacular social gaming platform,"Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",292000.0,Series A,2020
Mindhouse,2019.0,Gurugram,HealthTech,A gym to train your mind offering workouts and programmes,"GGV Capital, Sahi Barual",286000.0,Undisclosed,2020
DeepSync,2018.0,Chandigarh,AI startup,"A revolutionary way to record your content, without you really speaking","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",136000.0,Undisclosed,2020
Gradeup,2015.0,Noida,Education,"India's largest exam preparation destination,","Times Internet, TLabs",546000.0,Undisclosed,2020
Tracxn,2013.0,Bangalore,Investment,Tracxn is the research partner for Venture Capitalist,"Saif partners, Accel partners, Sequoia capital",887000.0,Series B,2020
Purple Style Labs,2015.0,Mumbai,Fashion,Shopping experience and foster the growth of Indian brands and designers.,"Jitendra Gupta, Astarc Ventures.",43000.0,Undisclosed,2020
